Date received,Product,Sub-product,Issue,Complaint list,Company,State,Tags,Date sent,Company response,Timely response,Consumer disputed,Date difference(%)
30-03-2015,Debt collection,Credit card,Disclosure verification of debt,Acted by contract/law,"Machol & Johannes, LLC",CO,Servicemember,30-03-2015,Closed with explanation,Yes,No,0
08-11-2015,Debt collection,Medical,Disclosure verification of debt,No public response provided,Revenue Recovery Corporation,KY,Servicemember,08-11-2015,Closed with explanation,Yes,No,0
17-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,"Signature Performance Tiburon, LLC",NE,Older American,17-07-2015,Closed with explanation,Yes,Yes,0
26-12-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,HCFS Healthcare Financial Services of TeamHealth,OH,Servicemember,26-12-2016,Closed with explanation,Yes,No,0
19-05-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,company disputing complaint,"National Credit Systems,Inc.",TX,Servicemember,19-05-2016,Closed with explanation,Yes,No,0
04-04-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,company disputing complaint,"The CMI Group, Inc.",FL,Older American,04-04-2017,Closed with explanation,Yes,No,0
11-05-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,UNITED SERVICES AUTOMOBILE ASSOCIATION,AK,"Older American, Servicemember",11-05-2016,Closed with explanation,Yes,Yes,0
26-10-2016,Debt collection,Payday loan,Improper contact or sharing of info,Acted by contract/law,Premier Portfolio Group,SD,Servicemember,28-10-2016,Closed with explanation,Yes,No,7.92
17-11-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,BARCLAYS BANK DELAWARE,PA,Older American,17-11-2016,Closed with explanation,Yes,No,0
27-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,IQOR US INC,CA,Older American,27-06-2016,Closed with non-monetary relief,Yes,No,0
27-09-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Acted by contract/law,"R.M. Galicia, Inc.",CA,Older American,27-09-2016,Closed with explanation,Yes,No,0
09-03-2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Acted by contract/law,"Brelvis Consulting, LLC",AK,Servicemember,13-03-2017,Closed with explanation,Yes,No,15.83
22-01-2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Acted by contract/law,GREAT LAKES,MN,Older American,22-01-2017,Closed with explanation,Yes,No,0
12-01-2017,Debt collection,Payday loan,Taking/threatening an illegal action,Acted by contract/law,Premier Portfolio Group,TX,Servicemember,12-01-2017,Closed with explanation,Yes,No,0
24-08-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"American Profit Recovery, Inc., Marlborough, MA Branch",ME,Servicemember,24-08-2015,Closed with explanation,Yes,No,0
12-09-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,Linebarger Goggan Blair & Sampson LLP,VA,Older American,14-09-2016,Closed with explanation,Yes,No,7.9
20-07-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,company disputing complaint,"The CMI Group, Inc.",MI,Servicemember,20-07-2016,Closed with explanation,Yes,Yes,0
07-07-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Acted by contract/law,"MRS BPO, LLC",CA,"Older American, Servicemember",14-07-2016,Closed with non-monetary relief,Yes,No,27.69
04-02-2016,Debt collection,Credit card,Taking/threatening an illegal action,Acted by contract/law,Army and Air Force Exchange Service,VA,Servicemember,04-02-2016,Closed with explanation,Yes,Yes,0
15-06-2016,Debt collection,Mortgage,Taking/threatening an illegal action,Acted by contract/law,"SELECT PORTFOLIO SERVICING, INC.",PA,"Older American, Servicemember",15-06-2016,Closed with explanation,Yes,Yes,0
16-12-2015,Debt collection,Medical,Improper contact or sharing of info,Acted by contract/law,AAA Collections,SD,Older American,16-12-2015,Closed with explanation,Yes,Yes,0
23-03-2017,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Professional Finance Company, Inc.",CO,Servicemember,23-03-2017,Closed with explanation,Yes,No,0
14-06-2016,Debt collection,Auto,Taking/threatening an illegal action,responds  only to consumer,"McCullough Payne & Haan, LLC",GA,Servicemember,14-06-2016,Closed with explanation,Yes,Yes,0
11-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,NorthStar Technologies,TX,Servicemember,12-05-2015,Closed with explanation,Yes,No,3.95
04-11-2015,Debt collection,Credit card,Disclosure verification of debt,No public response provided,"McCullough Payne & Haan, LLC",AL,Older American,04-11-2015,Closed with explanation,Yes,Yes,0
27-05-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,Financial Corporation of America,FL,Older American,11-07-2016,Closed with explanation,Yes,No,178.08
23-12-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,"FAIR COLLECTIONS & OUTSOURCING, INC.",CA,Servicemember,23-12-2016,Closed with explanation,Yes,Yes,0
29-10-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"The Law Offices of Burr & Reid, LLP",NY,Servicemember,14-12-2016,Closed with explanation,Yes,No,151.56
11-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,Penn Credit Corporation,NY,Older American,17-07-2015,Closed with explanation,Yes,No,6.68
10-10-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,company disputing complaint,Phoenix Financial Services LLC,TX,Servicemember,10-10-2015,Closed with explanation,Yes,No,0
21-06-2016,Debt collection,Mortgage,Taking/threatening an illegal action,Acted by contract/law,"SELECT PORTFOLIO SERVICING, INC.",GA,Older American,21-06-2016,Closed with explanation,Yes,No,0
26-07-2016,Debt collection,Mortgage,Taking/threatening an illegal action,Acted by contract/law,"SELECT PORTFOLIO SERVICING, INC.",GA,Older American,26-07-2016,Closed with explanation,Yes,No,0
29-10-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,"NCC Business Services, Inc.",FL,Older American,29-10-2015,Closed with explanation,Yes,No,0
19-10-2016,Debt collection,Credit card,Communication tactics,Acted by contract/law,NAVY FEDERAL CREDIT UNION,NY,Servicemember,19-10-2016,Closed with explanation,Yes,Yes,0
23-02-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,OH,Servicemember,25-02-2016,Closed with non-monetary relief,Yes,No,7.91
25-09-2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Acted by contract/law,ERC,VA,Servicemember,25-09-2015,Closed with non-monetary relief,Yes,No,0
22-09-2015,Debt collection,Non-federal student loan,False statements or representation,company disputing complaint,"Integrity Asset Partners, Ltd.",TN,Servicemember,24-09-2015,Closed with explanation,No,No,7.92
04-10-2016,Debt collection,Credit card,Taking/threatening an illegal action,responds  only to consumer,"Mandarich Law Group, LLP",WA,Older American,04-10-2016,Closed with explanation,Yes,No,0
27-07-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Rhojo Enterprises, LLC",KY,Servicemember,27-07-2016,Closed with explanation,No,No,0
13-07-2016,Debt collection,Credit card,Improper contact or sharing of info,responds  only to consumer,"CITIBANK, N.A.",CA,Servicemember,11-08-2016,Closed with monetary relief,Yes,No,114.75
13-09-2016,Debt collection,Credit card,Communication tactics,responds  only to consumer,"CITIBANK, N.A.",FL,Older American,13-09-2016,Closed with monetary relief,Yes,No,0
20-08-2015,Debt collection,Payday loan,Improper contact or sharing of info,Third party action,"Advance America, Cash Advance Centers, Inc.",TX,Servicemember,20-08-2015,Closed with explanation,Yes,No,0
04-09-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,No public response provided,USA DISCOUNTERS LTD,AP,Servicemember,09-09-2015,Closed,Yes,Yes,19.8
13-01-2016,Debt collection,Credit card,Taking/threatening an illegal action,Acted by contract/law,Forster & Garbus LLP,NY,Servicemember,13-01-2016,Closed with explanation,Yes,No,0
24-03-2015,Debt collection,Credit card,Communication tactics,No public response provided,"CITIBANK, N.A.",CA,Servicemember,24-03-2015,Closed with explanation,Yes,No,0
29-04-2016,Debt collection,Credit card,False statements or representation,responds  only to consumer,"CITIBANK, N.A.",FL,"Older American, Servicemember",27-05-2016,Closed with explanation,Yes,No,80.34
19-03-2015,Debt collection,Medical,False statements or representation,Misunderstanding,"Herbert P. Sears Co., Inc.",CA,Older American,19-03-2015,Closed with explanation,Yes,Yes,0
10-09-2015,Debt collection,Credit card,Communication tactics,Misunderstanding,"HW Holding, Inc",CA,Servicemember,12-09-2015,Closed with explanation,Yes,No,7.91
19-11-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Third party action,"Aargon Agency, Inc.",LA,Servicemember,19-11-2015,Closed,No,No,0
25-05-2016,Debt collection,Mortgage,Taking/threatening an illegal action,Acted by contract/law,Ditech Financial LLC,TX,Servicemember,25-05-2016,Closed with explanation,Yes,Yes,0
22-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Acted by contract/law,"Aspen National Financial, Inc.",AL,Servicemember,22-05-2015,Closed with explanation,Yes,No,0
03-12-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"GOLD KEY CREDIT, INC.",NY,Servicemember,03-12-2015,Closed with explanation,Yes,No,0
09-08-2016,Debt collection,Credit card,Disclosure verification of debt,responds  only to consumer,"CITIBANK, N.A.",KY,"Older American, Servicemember",11-08-2016,Closed with monetary relief,Yes,No,7.92
11-11-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,responds  only to consumer,U.S. BANCORP,MO,Servicemember,11-11-2016,Closed with explanation,Yes,Yes,0
18-10-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,FMS Inc.,WA,Older American,21-10-2016,Closed with explanation,Yes,No,11.86
29-10-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Misunderstanding,"HW Holding, Inc",FL,Servicemember,29-10-2016,Closed with non-monetary relief,Yes,No,0
31-03-2016,Debt collection,Auto,Cont'd attempts collect debt not owed,responds  only to consumer,FC HoldCo LLC,WA,Older American,04-04-2016,Closed with explanation,Yes,No,15.82
09-02-2017,Debt collection,Federal student loan,Disclosure verification of debt,responds  only to consumer,Performant Financial Corporation,UT,Servicemember,09-02-2017,Closed with explanation,Yes,No,0
22-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Duncan Solutions, lnc.",SC,Older American,24-08-2016,Closed with explanation,Yes,No,7.91
16-04-2016,Debt collection,Auto,Disclosure verification of debt,Acted by contract/law,"Kelsting Group, Inc.",KS,Servicemember,16-04-2016,Closed with explanation,Yes,No,0
10-02-2016,Debt collection,Medical,False statements or representation,No public response provided,"Io, Inc.",VA,Servicemember,10-02-2016,Closed with explanation,Yes,No,0
05-11-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,Penn Credit Corporation,TX,Older American,05-11-2016,Closed with explanation,Yes,No,0
03-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,Older American,03-03-2016,Closed with explanation,Yes,No,0
17-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,company disputing complaint,"National Credit Systems,Inc.",FL,Older American,20-06-2016,Closed with explanation,Yes,No,11.85
23-10-2016,Debt collection,Medical,Improper contact or sharing of info,Acted by contract/law,TENET HEALTHCARE CORPORATION,TX,Servicemember,25-10-2016,Closed with explanation,Yes,No,7.92
11-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Third party action,ERC,MN,Servicemember,11-07-2015,Closed with non-monetary relief,Yes,No,0
23-10-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,WV,Servicemember,25-10-2016,Closed with non-monetary relief,Yes,No,7.92
13-08-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,No public response provided,Alpha Recovery Corp,MD,Servicemember,13-08-2015,Closed with explanation,Yes,No,0
20-01-2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Acted by contract/law,"Mary Mae Financial, LLC",NC,Servicemember,09-03-2017,Closed with monetary relief,Yes,No,159.49
16-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,No public response provided,"Southwest Credit Systems, L.P.",LA,Older American,16-05-2015,Closed with explanation,Yes,No,0
28-07-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"First National Collection Bureau, Inc.",VA,Older American,28-07-2016,Closed with explanation,Yes,No,0
26-05-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,HCFS Healthcare Financial Services of TeamHealth,CA,Older American,28-05-2015,Closed with explanation,Yes,No,7.9
18-12-2016,Debt collection,Medical,Communication tactics,responds  only to consumer,DRS Financial LLC,OH,Older American,18-12-2016,Closed with explanation,Yes,Yes,0
08-02-2017,Debt collection,Credit card,Communication tactics,responds  only to consumer,WELLS FARGO & COMPANY,OH,Servicemember,15-02-2017,Closed with explanation,No,No,27.69
07-10-2016,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,Phoenix Financial Services LLC,NY,Servicemember,07-10-2016,Closed with explanation,Yes,No,0
